file_name,timestamp,txHashes,realTimestamp,end_timestamp,sender_shard,receiver_shard,sender,receiver,mini_block_hash,timestamp_difference,has_corresponding_AAT,is_affected_by_AAT
49,1714688867,6bd7aa12c8d8015d23c7ca55027f61a5ab70518575cbd43034183679c85b04fb,1714688869,1714688897,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,28,0,0
50,1714688870,8de1f5f9e9b6ab2d18f24e34dcccdff64c5c4570b2aff2e28a63a4b6d390c806,1714688871,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,26,0,0
51,1714688870,6709ede0a279c2cf484056fab4e230d8356873dbb36ef6e27e4b3d991f39be05,1714688870,1714688897,2,1,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,erd1kdl46yctawygtwg2k462307dmz2v55c605737dp3zkxh04sct7asqylhyv,26d3dfc74e79fe29bc9670bb3cf3a6bad0dd001a136fecd77430163b849e3841,27,0,0
52,1714688870,a3a937d60459c29db2327ccb970980c5554771561b9de6f543eeb1054ab6dbfa,1714688871,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,26,0,0
53,1714688870,e814f3043adafdf7eb0eba53e91992e4529a1302eb77272692afc798eb3a297c,1714688871,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,26,0,0
54,1714688870,4ea72e1b70735482f35de58f21ab588ed93f5d359188f914a65df3fd0540e619,1714688871,1714688897,0,1,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1z32fx8l6wk9tx4j555sxk28fm0clhr0cl88dpyam9zr7kw0hu7hsx2j524,6f4f7bd880b9b1685e1e32ba8811a3f4ccb711632c9ea3465bcefc3f94923a29,26,0,0
55,1714688870,e72a389a799cbadf6ad2dde1bd975bde564aa3347b162f04b50386586fe7957a,1714688871,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,44,0,0
56,1714688870,b4515fc675a9255c4d61710e8ee57a95b4601e11f961ed8df2a8301a47a862db,1714688871,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,44,0,0
57,1714688870,31699b49da6b895ca4fe9d50567bc6d27b34ff91da86ccf47fc0c115fbae1ded,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
58,1714688870,b035660c4ccf93ae73928aced290b77894858102b779dc7bca0d33b4457bb678,1714688871,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,26,0,0
59,1714688870,16c59e1837a5c3781573347856b7730ee240bb25e63f8cd332cc2025a25e3766,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
60,1714688870,6e519561404fa65ca077a81f41386e8b6b604812d95d536d8d75e83b0f810829,1714688871,1714688903,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,32,0,0
61,1714688870,3873d929f7c695d3190c468d9ee56fb67a9928e75b7e37c699539a18e759fdab,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
62,1714688870,fb4ad3f741f71d02e1736325d299430c6a835e4215975c8d0236e0fd6fa12596,1714688871,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,44,0,0
63,1714688870,0d0296046caf30e2fe73b2cd6ac46421a360e2a916d7d1985e336f086345e90e,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
64,1714688870,082efbd9d50d55f1cbcd13bd4554624daef48cc536d5e678b07dfa24850198e3,1714688871,1714688897,0,1,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,6f4f7bd880b9b1685e1e32ba8811a3f4ccb711632c9ea3465bcefc3f94923a29,26,0,0
65,1714688870,7d1f45e3693ad4bf6cf30399b91e19771b6eee885e1a24d0fa861f3514277b19,1714688871,1714688903,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,32,0,0
66,1714688870,021abdcc1d4147da6e19264fb83a1a1c6621d6b5515cd880f3e4568799025b7d,1714688871,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,44,0,0
67,1714688870,5dfd15860123c73ce32f324f9b2d57b5d71a411a1fa9b757736af11ae471ef70,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
68,1714688870,0e2bbec1a58a475ae945a871abf1fb7371bdc89729620326e4e074c9022d0e13,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
69,1714688870,37eb51ecfc3ece8cda5eb5be301068843880bc1ccade1883ed0dc5543f41f4fe,1714688871,1714688903,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,32,0,0
70,1714688870,ef608f7a4ef367823f181fdb2b4c6317568ba84d2b7e04d30aeb9e510a7576f0,1714688872,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
71,1714688870,6d07e04399994bc3f842d6135277d50527a4bb80ca825329dbbb1fe99072b9e5,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
72,1714688870,13af6035f706bc126ca2ec42d43a03a37230d93013f40b28d406d43546097708,1714688871,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,26,0,0
73,1714688870,a9287b41326a0d1649a5ed888e6427a25eed0c40e937e87c9bbfe199a744eb22,1714688871,1714688897,0,2,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,465c7494c0ef27a42bdd444b8627216269fd62518415af659b06afe61b974f6b,26,0,0
74,1714688870,27d787db5e9478fb79445e4f085a15d5560719e42abd37e0692dcd8a0908737c,1714688872,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
75,1714688870,8c5b8ee5a99be421d53f9c494c8999dfcfbfa53a6a1016eb5791ea306136a6c8,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
76,1714688870,55a7cb203bcad4081f670beedc94bd72da1cd68f49dde1e7787f2b8f9eebbffa,1714688872,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
77,1714688870,5a248713349eb7dd42da0697452e186c32e2bdd9f61d13a5c2b1e7c4bdb9cb8e,1714688872,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,25,0,0
78,1714688870,8b2bf10c242775241b80710655a0fc50410b27b8ac4676a92f2ac0315ec04c78,1714688871,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,44,0,0
79,1714688870,b943a270e2e6033dc2125f8fd2ecdc4977cedd6cd919b441ca1b25cf56227c73,1714688872,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
80,1714688870,8598a59f10de1ec7194d0d3dc1032e0c788e4aba14d95ecfe9aa06e1e6a972fc,1714688872,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
81,1714688870,1d1c2fb26fdcd684b3c05e0a44c08ab93351f71ea6122a2173c71161ce3859d1,1714688871,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,44,0,0
82,1714688870,4782f90ca56246fbf5d50afbbd5273785b30bb5a8b9acaf8a63e6b1948f70402,1714688871,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,26,0,0
83,1714688870,0c5b6fc34db13b14a4beab7c37b2a8794ca9f2a97a9e5753b23596ea785ad649,1714688872,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,25,0,0
84,1714688870,39da12d7eeb009fefb6a073d52d3113066c416a2aec8cdf755c2d451211ff15a,1714688871,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,44,0,0
85,1714688870,8117210fe7df62e8f5148718c86c0bb6c579ee97f152027cc6f00b992c0e31d1,1714688872,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
86,1714688870,0a1d3e97db95a0b846397c7f921ed4f9cb9153e5ec134f17718ab50ea155e7f7,1714688872,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
87,1714688870,984eea5bb7a26a3bfd44fb408056fd51998751e08356263e7d63eae595158b8f,1714688872,1714688897,1,0,erd13x29rvmp4qlgn4emgztd8jgvyzdj0p6vn37tqxas3v9mfhq4dy7shalqrx,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,25,0,0
88,1714688870,8b547db623c26f26ac6a333db9eb6d381e5641692106225b72398bc33b4ab3b5,1714688872,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,25,0,0
89,1714688870,cfe6d6ddb47cbf514e0113edfccc3fbc55bb598bc66c8af1d597ecd163aa0d9e,1714688872,1714688897,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,18745d6780d2d2a48063cb6b1ef3f8b5e07f23a16362cd49957967eb3a19fbe1,25,0,0
90,1714688870,77a3ea8a9b3d446926d40704ad836d52a216804fbeb5fd8ef620c4202b807697,1714688872,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
91,1714688870,15f8567608188faaa0500347591c4ef3297b131d050adbe644243f8d69f25997,1714688872,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
92,1714688870,f19898017e6a7d75c25d4e3cbbec916c9f2e22a464b4d23055e68fd4de01b8cb,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
93,1714688870,a9e5e4745adbe4fb472706948940fdac35a68c173af561fef737b8c6166e267e,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
94,1714688870,ef96bd562f52ec474e2f51ed7134be133653d75b696a088157e5e70a222c9d12,1714688872,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,43,0,0
95,1714688870,0b83ef2b1b9e8335bd1ed647a4980ea21e1867c3c950262e4816a38d96ba2f85,1714688872,1714688897,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,23d2e249a3428d3e4359cfe43df75bd9c5722b3beb7a49ba33a23f33b37307d8,25,0,0
96,1714688870,ca429598a814a6e0b996c652d7013eb41f8889a1cbdb8683168cbcf30ef64cc6,1714688872,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
97,1714688870,81c69b004ef0a789d626159f3fbceeee896d5ac695ff3542d3262ba7e29cc0fc,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,43,0,0
98,1714688870,4ad64db033ef46ded2a67b0cfdeba20026c02fdb682f189d3e4cb46c117e58fe,1714688872,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,43,0,0
